id,label
15923,0
27014,0
30530,0
13876,0
60133,0
83681,1
96874,0
65507,0
78910,0
46363,0
68123,0
22452,0
15565,0
64376,0
12588,1
34263,1
65773,0
95457,0
24930,0
15938,0
45712,0
70840,0
53563,0
59432,0
21454,0
83155,1
69576,0
49139,1
76669,0
58995,1
88490,0
77101,0
86917,0
78472,0
17798,0
71873,0
30247,0
81150,0
46444,1
60587,1
70569,1
59200,0
30900,1
44546,1
53982,0
37884,0
15079,0
51628,1
30899,1
99680,0
38628,0
40110,1
50310,0
84101,0
84876,0
57425,0
83262,0
46777,0
54053,1
15998,1
62945,1
96457,0
85977,0
70841,1
46139,0
99009,0
66388,0
91217,0
91994,0
58751,0
80947,1
99253,0
40386,1
58742,0
39752,0
25262,0
17703,0
98916,0
18709,0
26026,0
32190,0
27550,1
68539,0
93643,0
99120,0
24040,1
85436,0
73516,1
88905,1
52955,0
33452,0
13276,0
26462,0
94339,0
23786,0
27371,0
88670,0
54391,0
42112,1
37740,0
72405,1
20780,0
38820,0
82913,0
97383,0
21397,0
51738,0
47445,0
27158,0
26382,0
17183,1
10595,0
49481,0
37949,0
96729,0
42325,0
21748,0
24316,0
19516,0
79383,0
64857,0
89936,0
90362,1
75620,0
24907,0
26259,0
76095,0
11557,0
51963,1
15180,1
58026,0
26432,0
76565,1
91588,0
58033,0
81352,0
33133,0
96661,0
91036,0
56581,1
22882,0
66377,0
40842,1
73612,0
45709,0
21338,0
15630,0
15815,0
53858,0
89606,0
30942,0
56973,0
24049,0
79204,1
46229,1
93101,0
42196,1
38084,0
67973,0
72071,0
34669,0
66054,0
15607,0
13959,0
34575,0
27546,0
69203,0
86385,0
20357,0
83011,0
80059,0
52104,0
29531,0
52445,0
12746,0
10991,1
63725,0
57135,0
11284,0
57107,0
72369,0
84879,0
42192,1
20034,0
39516,0
43587,1
10684,1
76394,0
76692,0
41553,0
48839,0
38718,0
56048,0
18997,0
36720,0
51656,0
62986,0
24430,1
19563,0
19836,0
31033,0
70051,1
73642,1
10727,1
73442,0
59758,0
11781,0
11645,1
91116,0
86437,0
86268,0
21643,0
72274,1
95198,0
31550,0
21524,1
84579,1
26291,0
72424,0
28744,0
59961,0
59519,0
51386,1
76052,0
14837,0
57295,0
74610,0
55653,0
10918,0
57541,1
55318,1
80965,0
14051,0
25125,0
81974,0
76797,0
57494,0
49441,0
78266,0
31401,1
80020,0
61295,1
45518,0
53351,0
51610,0
26758,0
30718,0
25463,1
82558,0
85613,0
36875,0
86142,0
87711,0
51626,0
59423,0
80555,0
85830,0
29102,0
85886,1
54621,1
80397,0
76937,0
68875,1
89591,0
67926,1
41588,0
18091,0
56205,0
24467,0
47245,0
32851,0
86982,0
95247,0
74211,0
51948,1
28196,1
71881,0
50376,1
64161,1
45304,0
22248,0
27228,0
57326,1
97729,0
24957,0
68774,0
43350,0
41709,0
71063,0
92516,0
85100,0
89661,0
47898,0
88523,0
19321,0
26042,0
16694,0
88221,0
